,Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
229,Ben Gerwick,College of Engineering,College of Engineering,EERC Earthquake Engineering Research Center,Industry,10000,0,0
230,Ben-Gurion University of the Negev,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
231,"Benchling, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,0,5000
232,"Benson Hill Biosystems, Inc.",Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Industry,0,72000,0
233,Berkeley Education Alliance for Research in Singapore,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,6021420,0
234,"Beta Squared, Inc (incl Photronics, Inc)",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,140000
235,Beth Israel Deaconess Medical Center,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
236,"Bethyl Laboratories, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Industry,0,0,0
237,Bezos Family Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,ICBS Institute for Cognitive and Brain Sciences,Not for Profit,0,99399,0
238,Bill & Melinda Gates Foundation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
239,Bill & Melinda Gates Foundation,Schools,Graduate School of Education,Null,Not for Profit,0,0,0
240,Bill & Melinda Gates Foundation,Schools,Graduate School of Education,School of Education,Not for Profit,0,989331,0
241,Bill & Melinda Gates Foundation,Schools,Haas School of Business (Division),Haas Centers and Institutes,Not for Profit,0,0,200000
242,Bill & Melinda Gates Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,0,2331026
243,Bill & Melinda Gates Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,11440,200000,459757
244,Binghamton University,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,65000,139750
245,Binghamton University,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,0,0,131250
246,"BioInspira, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,0,112335
247,"BioMarin Pharmaceuticals, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,60000,0,0
248,"BioTime, Inc.",Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Industry,0,0,99000
249,Biolitec AG,Schools,School of Public Health,"Dean's Office, Public Health",Industry,74000,0,0
250,Biomax Informatics AG,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,9000,0,0
251,"Biota Biosciences, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,3000,0,0
252,Blue Shield of California Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,0,66718
253,Booz Allen Hamilton Inc.,Colleges,College of Engineering,Civil & Environmental Engineering,Industry,23104,0,-4363
254,Booz Allen Hamilton Inc.,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,48795,0,0
255,Booz Allen Hamilton Inc.,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,284615
256,Boston Children's Hospital,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
257,Boston University,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
258,Boston University,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,164777,19984,0
259,Boston University,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,0,0,24720
260,Boston University,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,146785
261,Brain Research Foundation,Colleges,Chemistry Department,Chemistry Department,Not for Profit,50000,0,0
262,Brain Research Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,50000,80000,0
263,Brain and Behavior Research Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,60000,0,0
264,Brain and Behavior Research Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,70000
265,Braskem,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,10000,0,0
266,Breakthrough Prize Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,0,0,4470752
267,Brigham and Women's Hospital,Colleges,College of Engineering,Bioengineering,Not for Profit,73215,5052,0
268,Brigham and Women's Hospital,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,80850,65214,70553
269,Brigham and Women's Hospital,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,83000,0
270,Broad Institute Inc.,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,778316,1
271,Broad Medical Research Institute,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Industry,0,0,0
272,"Brookhaven Science Associates, LLC (Brookhaven National Lab)",Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,385559,845441,418320
273,Brown University,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,440220,95000,190000
274,Buck Institute for Research on Aging,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,171452,193693,336079
275,Burroughs Wellcome Fund,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,0,0
276,Burroughs Wellcome Fund,Colleges,Chemistry Department,Chemistry Department,Not for Profit,30000,0,0
277,Burroughs Wellcome Fund,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,0,0,5240
278,Burroughs Wellcome Fund,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,0,140000
279,Burroughs Wellcome Fund,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,536000,1000
280,Burroughs Wellcome Fund,Schools,School of Optometry,Null,Not for Profit,0,140000,0
281,Burroughs Wellcome Fund,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,70000,140000,8000
282,C&A Foundation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,151451
283,CHDI Foundation/High Q Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,102558,0
284,CPWR- The Center for Construction Research and Training,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,135000,359808,415933
285,CPWR- The Center for Construction Research and Training,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,105544,0,0
286,CS Fund,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,30000
287,"Cairn Biosciences, Inc.",Colleges,Chemistry Department,Chemistry Department,Industry,0,0,63701
288,California Air Resources Board,Colleges,CNR College of Natural Resources,Energy & Resources Group,Non Federal Governmental,35000,0,30000
289,California Air Resources Board,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,500000,0,20000
290,California Air Resources Board,Colleges,College of Engineering,Civil & Environmental Engineering,Non Federal Governmental,400000,0,60000
291,California Air Resources Board,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Non Federal Governmental,0,49996,0
292,California Air Resources Board,Schools,Haas School of Business (Division),Haas Centers and Institutes,Non Federal Governmental,0,16663,0
293,California Air Resources Board,Schools,School of Public Health,Null,Non Federal Governmental,105221,0,0
294,California Air Resources Board,Schools,School of Public Health,"Dean's Office, Public Health",Non Federal Governmental,50000,84914,0
295,California Air Resources Board,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Non Federal Governmental,-30729,0,700000
296,California Air Resources Board,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Non Federal Governmental,649264,0,0
297,California Air Resources Board,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Non Federal Governmental,0,0,0
298,California Air Resources Board,Vice Chancellor - Research,Vice Chancellor for Research ORUs,UC Energy Institute,Non Federal Governmental,0,0,0
299,California Association of Sanitation Agencies,Schools,School of Law,Null,Non Federal Governmental,0,130000,0
300,California Breast Cancer Research Program,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",University of California,833945,0,0
301,California Breast Cancer Research Program,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,University of California,0,0,0
302,California Breast Cancer Research Program,Schools,School of Public Health,Null,University of California,0,0,0
303,California Breast Cancer Research Program,Schools,School of Public Health,"Dean's Office, Public Health",University of California,0,0,0
304,California Breast Cancer Research Program,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,University of California,0,1301367,669011
305,California Cherry Marketing Program,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,37431,35406,11685
306,California Coastal Commission,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Non Federal Governmental,0,36277,0
307,California Community Colleges,Vice Chancellor for Equity & Inclusion,Office of Equity & Inclusion,Center for Educational Partnerships,Non Federal Governmental,0,1144580,1144580
308,California Delta Stewardship Council,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Non Federal Governmental,0,0,0
309,California Department of Conservation,College of Engineering,College of Engineering,EERC Earthquake Engineering Research Center,Non Federal Governmental,0,25000,0
310,California Department of Education,Schools,Graduate School of Education,Null,Non Federal Governmental,1695115,0,0
311,California Department of Education,Schools,Graduate School of Education,Null,Non Federal Governmental,1613506,-40000,48686
312,California Department of Education,Schools,Graduate School of Education,School of Education,Non Federal Governmental,-10780,2497000,2831138
313,California Department of Education,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Non Federal Governmental,0,0,0
314,California Department of Fish and Wildlife,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,489343,0,284798
315,California Department of Food and Agriculture,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,341709,332818,1220780
316,California Department of Food and Agriculture,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Non Federal Governmental,0,374151,0
317,California Department of Forestry and Fire Protection,Colleges,CNR College of Natural Resources,Null,Non Federal Governmental,0,0,0
318,California Department of Forestry and Fire Protection,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,0,0,0
319,California Department of Health Care Services,Schools,School of Public Health,"Dean's Office, Public Health",Non Federal Governmental,15000,0,0
320,California Department of Industrial Relations,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Non Federal Governmental,0,0,58222
321,California Department of Industrial Relations,Schools,School of Public Health,"Dean's Office, Public Health",Non Federal Governmental,661000,0,0
322,California Department of Industrial Relations,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Non Federal Governmental,0,1162705,590941
323,California Department of Industrial Relations,Vice Chancellor - Research,Academic Research Units,Institute for the Study of Societal Issues,Non Federal Governmental,0,17100,17464
324,California Department of Industrial Relations,Vice Chancellor - Research,Academic Research Units,Institute for the Study of Societal Issue,Non Federal Governmental,0,17100,17464
