Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
Oxford University,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Not for Profit,$0 ,nan,nan
PEPperPRINT,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Industry,nan,"$292,672 ",$0 
"PTC Therapeutics, Inc.",Schools,School of Public Health,"Dean's Office, Public Health",Industry,"$187,572 ",nan,nan
Pacific Forest and Watershed Land Stewardship Council,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,nan,"$49,800 ",nan
Pacific Gas and Electric Company,Schools,Haas School of Business (Division),Haas Centers and Institutes,Industry,nan,"$25,859 ","$11,750 "
Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,"$70,000 ",nan
Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,CIEE California Institute for Energy & Environment,Industry,"$450,850 ",$0 ,nan
Pacific Gas and Electric Company,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Industry,nan,$0 ,nan
Pacific Northwest National Laboratories,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Federal,$0 ,$0 ,"$567,638 "
Panasonic Corporation,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,nan,nan,"$1,450,000 "
Panthera Corporation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,nan,"$112,995 ",nan
Parents Action for Children,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,"$175,000 ",$0 ,nan
"Partners Healthcare Systems, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Non Federal Governmental,nan,"$92,053 ","$81,508 "
"Partners Healthcare Systems, Inc.",Schools,School of Optometry,Null,Non Federal Governmental,"$7,675 ","$7,675 ",$0 
"Partners of the Americas, Inc.",Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,nan,"$40,000 ",$0 
Passport Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,$0 ,nan,nan
Pathfinder International,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,nan,"$35,092 ",$0 
Pear Pest Management Research Fund,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,"$2,000 ","$4,000 ",nan
Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Not for Profit,"$70,041 ","$92,589 ","$77,310 "
Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,nan,"$139,627 ","($49,789)"
Pennsylvania State University (incl Penn State Research Fdn),Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,nan,"$5,000 ","$4,162 "
Pennsylvania State University (incl Penn State Research Fdn),Colleges,College of Chemistry,Chemistry Department,Not for Profit,nan,$0 ,nan
Pennsylvania State University (incl Penn State Research Fdn),L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,"$50,000 ","$145,000 ",nan
Pennsylvania State University (incl Penn State Research Fdn),L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,nan,nan,"$253,071 "
Pepperwood Preserve,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,$0 ,"$98,840 ",nan
Pew Charitable Trusts,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,nan,"$95,000 ",nan
Pew Charitable Trusts,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,nan,"$480,000 ","$240,000 "
Pew Charitable Trusts,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,nan,nan,"$335,000 "
"Pfizer, Inc.",Colleges,College of Chemistry,Chemistry Department,Industry,nan,"$468,328 ",$0 
"Pfizer, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,Innovative Genomics Initiative,Industry,nan,nan,"$1,224,682 "
"Pfizer, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,nan,"$691,611 ","$2,213,143 "
Philips Healthcare,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,nan,nan,$0 
"Photoswitch Biosciences, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Industry,nan,nan,"$69,998 "
Pisces Foundation,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Not for Profit,nan,"$48,000 ",$0 
"Pivot Bio, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,"($10,000)",nan,nan
Pohang University of Science and Technology,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,$0 ,nan,nan
Point Blue Conservation Science,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,"$15,300 ",nan,nan
Population Services International,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,nan,nan,"$53,614 "
Population Services International,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,nan,nan,"$53,614 "
"Price Industries, Inc. (Incl. E.H. Price Limited)",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,"($70,000)",nan
Princeton Plasma Physics Laboratory (DOE GOCO Lab),Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,($8),"$113,173 ",$0 
Princeton University,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,$0 ,nan,"$95,608 "
Princeton University,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,nan,nan,"$24,439 "
Princeton University,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,nan,"$78,180 ",nan
Proteus Fund,Schools,School of Law,Boalt Law School,Not for Profit,nan,"$110,000 ","$110,000 "
"Public Health Foundation Enterprises, Inc.",Schools,School of Public Health,Null,Not for Profit,"$18,911 ",nan,nan
"Public Health Foundation Enterprises, Inc.",Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,nan,"$90,253 ","$191,540 "
Public Health Institute,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Not for Profit,$0 ,"($395,551)",nan
Public Health Institute,Schools,School of Public Health,Null,Not for Profit,nan,"$108,000 ","($20,396)"
Public Health Institute,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,nan,nan,"$25,000 "
Purdue University,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,nan,"$38,453 ",nan
Purdue University,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,"$1,382,473 ","$427,578 ","$245,000 "
Purdue University,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,nan,$0 ,nan
"Q-Chem, Inc.",Colleges,College of Chemistry,Chemistry Department,Industry,nan,nan,"$256,692 "
Qualcomm Foundation,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,nan,"$1,650,000 ",$0 
Qualcomm Foundation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,$0 ,nan,nan
"Qualcomm, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,"$725,000 ",nan,nan
"Qualcomm, Inc.",Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,nan,nan,"$1,425,000 "
Queen's University Belfast,Vice Chancellor - Research,VC Research Museums & Field Stations ,UC Museum of Paleontology,Not for Profit,nan,nan,"$39,974 "
"REF TEK, A Division of Trimble",L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Industry,nan,nan,$0 
REHAU Construction LLC,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,nan,"$175,000 "
RIKEN,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,$0 ,nan,$0 
RIKEN,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Not for Profit,nan,nan,$0 
RIKEN,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,$0 ,nan
RIKEN,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,nan,$0 ,$0 
"RTKL Associates, Inc.",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,"($24,000)",nan
Radboud University Nijmegen,L&S College of Letters & Sciences,Division of Social Sciences,Linguistics,Not for Profit,nan,"$26,124 ",nan
"RadiaBeam Technologies, LLC",Colleges,College of Engineering,Nuclear Engineering,Industry,nan,nan,"$30,000 "
Rainforest Foundation Norway,Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,"$20,000 ",nan,nan
Randolph Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,nan,nan
Raytheon,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,"$50,000 ","$150,000 ",nan
Raytheon BBN Technologies Corp.,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,"$3,000 ",nan,nan
"Redpine Signals, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,"$250,000 ",nan,nan
Regional Air Quality Council,Colleges,College of Chemistry,Chemistry Department,Not for Profit,"$153,903 ",nan,nan
Rensselaer Polytechnic Institute,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,nan,$0 ,"($40,682)"
Research Corporation for Science Advancement,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,nan,nan,"$39,333 "
Research Institute for Humanity and Nature,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Non Federal Governmental,nan,"$11,550 ",nan
Research Institute for Humanity and Nature,Vice Chancellor - Research,Academic Research Units,ARF Archaeological Research Facility,Non Federal Governmental,nan,"$19,800 ",nan
Research Triangle Institute,Colleges,CNR College of Natural Resources,Null,Not for Profit,nan,"$113,844 ","($81,879)"
Research Triangle Institute,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,$0 ,nan,nan
Research Triangle Institute,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,nan,"$124,475 ",$0 
Research Triangle Institute,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,nan,"$23,119 ",nan
Resources Legacy Fund Foundation (Incl. RLF),Schools,School of Law,Boalt Law School,Not for Profit,"$25,000 ",nan,nan
Retirement Research Foundation,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,nan,"$75,014 ",nan
Rhodium Group,Schools,Goldman School of Public Policy,Null,Industry,"$143,908 ",nan,nan
Rice University,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,nan,$0 ,nan
"Richmond, City of",Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Non Federal Governmental,$0 ,nan,nan
"Risk Management Solutions, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,"$10,000 ",nan,nan
Robert Bosch Corporation GMBH,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,nan,nan,"$1,500,000 "
Robert Bosch North America,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Industry,"$24,000 ",$0 ,nan
Robert Bosch North America,Colleges,College of Chemistry,Chemistry Department,Industry,"$150,000 ",nan,"$300,000 "
Robert Bosch North America,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,"$250,000 ",nan,nan
Robert Wood Johnson Foundation,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Not for Profit,"$162,386 ",nan,nan
Robert Wood Johnson Foundation,Schools,School of Public Health,Null,Not for Profit,"$1,550,000 ",nan,nan
Robert Wood Johnson Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,"$826,256 ",$0 ,$0 
Robert Wood Johnson Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,nan,"$1,849,949 ","$335,920 "
Rockefeller Brothers Fund,Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,nan,"$80,000 ",$0 
Rockefeller Foundation,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Not for Profit,"$60,000 ",nan,nan
Rockefeller University,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,$0 ,nan,$0 
Rockefeller University,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,nan,$0 ,$0 
Rockville Institute,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Not for Profit,"$103,826 ","$125,590 ",nan
