,Sponsor,Control Unit,Division,Department,class_clean,2014,2015,2016
907,European Organization for Nuclear Research,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Non Federal Governmental,0,0,0
908,European Union/European Commission,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Non Federal Governmental,0,40628,0
909,European Union/European Commission,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Non Federal Governmental,0,25315,0
910,European Union/European Commission,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Non Federal Governmental,0,26126,0
911,European Union/European Commission,Vice Chancellor - Research,Academic Research Units,Institute of European Studies,Non Federal Governmental,0,0,220955
912,Euroscarf,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,0
913,Evolva Inc.,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,0,24000
914,Evolving Earth Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Not for Profit,0,0,2700
915,Evolving Earth Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,UC Museum of Paleontology,Not for Profit,0,2660,2932
916,Ewing Marion Kauffman Foundation,Colleges,College of Engineering,IEOR Industrial Engineering & Operations Research,Not for Profit,0,200000,245658
917,Ewing Marion Kauffman Foundation,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Not for Profit,0,0,100000
918,Ewing Marion Kauffman Foundation,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,0,0,54030
919,"Exponent Failure Analysis Associates, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,3000,0,0
920,Exxon Mobil Corporation,Colleges,College of Chemistry,Plant & Microbial Biology Department,Industry,104222,0,0
921,Exxon Mobil Corporation,Colleges,College of Chemistry,Chemistry Department,Industry,0,780000,130000
922,Eyenuk LLC,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,35000,0
923,FCA US LLC,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,250000
924,Factory Mutual Insurance Company (DBA FM Global),Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,0
925,Fahs-Beck Fund for Research and Experimentation,Schools,School of Social Welfare,Social Welfare,Not for Profit,5000,0,0
926,Fairchild Semiconductor (Schlumberger),Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,-100000
927,Fannie and John Hertz Foundation,Other Academic,Graduate Division,Null,Not for Profit,237500,426955,515500
928,Fanuc Ltd,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,173592,422706,0
929,Fanuc Ltd,Colleges,College of Engineering,Mechanical Engineering,Industry,0,0,72135
930,Federal Mediation & Conciliation Service,Vice Chancellor - Research,VC Research Museums & Field Stations ,Research Field Stations and Nature Reserves,Federal,65000,65000,0
931,Federal Presidio Trust,Colleges,College of Engineering,EERC Earthquake Engineering Research Center,Federal,10000,0,0
932,Federal Presidio Trust,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Federal,-30284,3500,0
933,Federal Vietnam Education Foundation,Other Academic,Graduate Division,Graduate Division Dean,Federal,3000,0,0
934,Federation of American Scientists,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,0,4000,0
935,Fehr and Peers,Schools,School of Public Health,"Dean's Office, Public Health",Industry,1000,0,0
936,"Fermi Research Alliance, LLC",Vice Chancellor - Research,Research Administrative Units,RAC Research Administration & Compliance,Not for Profit,0,0,0
937,Fidelity Investments,Schools,Goldman School of Public Policy,Center for Studies in Higher Education,Industry,50000,0,0
938,Fight for Sight,Schools,School of Optometry,Null,Not for Profit,0,20000,0
939,Fight for Sight,Schools,School of Optometry,nan,Not for Profit,20000,0,0
940,First 5 Alameda County,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Non Federal Governmental,0,49957,14984
941,First 5 Alameda County,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Non Federal Governmental,0,0,24074
942,First 5 Alameda County,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Non Federal Governmental,119968,0,119956
943,First 5 Santa Clara County,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Non Federal Governmental,147931,148066,165000
944,"FlexTech Alliance, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,0
945,"FlexTech Alliance, Inc.",Colleges,College of Engineering,Mechanical Engineering,Not for Profit,150000,0,150000
946,Florida State University,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,0,0,0
947,Florida State University,Vice Chancellor - Research,Vice Chancellor for Research ORUs,ICBS Institute for Cognitive and Brain Sciences,Not for Profit,0,0,263204
948,Fonds National de la Recherche Luxembourg,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,0,128319,0
949,Food Service Technology Center,Vice Chancellor - Research,Academic Research Units,CIEE California Institute for Energy & Environment,Industry,0,65000,0
950,Ford Foundation,Other Academic,Strategic Academic and Facilities Planning,Haas Diversity Research Center (HIFIS Haas Institute),Not for Profit,400000,500000,300000
951,Ford Foundation,Schools,School of Journalism,Journalism Department,Not for Profit,0,350000,100000
952,Ford Foundation,Schools,School of Journalism,"School of Journalism, Faculty Research",Not for Profit,17000,0,0
953,Ford Foundation,Schools,School of Law,Null,Not for Profit,300000,0,0
954,Ford Foundation,Schools,School of Law,Boalt Law School,Not for Profit,0,0,65000
955,Ford Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,100000,65000
956,Ford Foundation,Schools,School of Social Welfare,Social Welfare,Not for Profit,0,0,0
957,Ford Foundation,Vice Chancellor - Research,Academic Research Units,CSEAS Center for Southeast Asian Studies,Not for Profit,0,0,0
958,Ford Foundation,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,380000,150000,150000
959,Ford Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,0,0,0
960,Ford Motor Company,Colleges,College of Chemistry,Chemistry Department,Industry,0,0,0
961,Ford Motor Company,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,1500000
962,Fordham University,Vice Chancellor - Research,Vice Chancellor for Research ORUs,ICBS Institute for Cognitive and Brain Sciences,Not for Profit,312973,0,244919
963,"Forell/Elsesser Engineering, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,3000,0,0
964,"FormFactor, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,200000,0,0
965,Forterra NW,Colleges,CNR College of Natural Resources,Energy & Resources Group,Not for Profit,0,6000,0
966,"Found Animals Foundation, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,249999,0,0
967,Foundation Banque De France,L&S College of Letters & Sciences,Division of Social Sciences,Economics,Industry,41108,0,0
968,Foundation for Child Development,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Not for Profit,0,0,0
969,Foundation for Child Development,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,0,1300000,0
970,Foundation for Youth Investment,Vice Chancellor - Research,VC Research Museums & Field Stations ,Research Field Stations and Nature Reserves,Not for Profit,22500,0,0
971,Foundational Questions Institute,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,41953,51912,142820
972,Franklin and Marshall College,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Not for Profit,12795,0,0
973,French American Culture Exchange (FACE),L&S College of Letters & Sciences,Division of Arts & Humanities,English,Not for Profit,9426,0,9476
974,French Ministry of Research and Education,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Non Federal Governmental,0,0,0
975,French National Institute for Agricultural Research,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Non Federal Governmental,0,0,0
976,Friedrich Miescher Institute,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
977,"Fuji Electric Co, Ltd",Colleges,College of Engineering,Mechanical Engineering,Industry,49662,0,0
978,Future of Life Institute,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,110883
979,GEI Consultants,Colleges,College of Engineering,EERC Earthquake Engineering Research Center,Industry,3000,0,0
980,GTI Gas Technology Institute,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
981,"Gen9, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,-7000,0,0
982,GeneForge Limited,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,3000,0,0
983,Genedata AG,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,12000,0
984,Genentech Foundation for Biomedical Sciences,Colleges,College of Chemistry,Chemistry Department,Not for Profit,0,0,0
985,Genentech Foundation for Biomedical Sciences,L&S College of Letters & Sciences,L&S Biological Sciences,"Dean, Biological Sciences",Not for Profit,16000,18000,18000
986,Genentech Foundation for Biomedical Sciences,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,205794,503816
987,Genentech Foundation for Biomedical Sciences,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,0,0,0
988,"Genentech, Inc.",Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Industry,0,0,0
989,"Genentech, Inc.",Colleges,College of Chemistry,Chemistry Department,Industry,0,0,0
990,"Genentech, Inc.",L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Industry,0,0,0
991,"Genentech, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,0,0
992,General Atomics,Colleges,College of Engineering,Nuclear Engineering,Industry,0,19999,0
993,"General Electric Company (incl GE Healthcare, GE Light Inst)",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,0,430157,199967
994,"General Electric Company (incl GE Healthcare, GE Light Inst)",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,0
995,"General Electric Company (incl GE Healthcare, GE Light Inst)",Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Industry,0,28016,0
996,"General Electric Company (incl GE Healthcare, GE Light Inst)",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,-200000,0
997,General Motors Corp,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,0,0
998,General Motors Corp,Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,0,0,0
999,General Research Institute For Nonferrous Metals,Colleges,College of Engineering,MSE Materials Science & Engineering,Industry,0,0,450000
1000,General Services Administration,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Federal,70000,0,35000
