Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Non Federal Governmental,California,Local Agencies & Schools,6889,Los Angeles Police Dept,LAPD
Non Federal Governmental,California,Local Agencies & Schools,6887,Los Angeles Police Academy,
Non Federal Governmental,California,Local Agencies & Schools,6883,Los Angeles City Harbor Dept,
Non Federal Governmental,California,Local Agencies & Schools,6880,Los Angeles Department of Water and Power,LADWP
Non Federal Governmental,California,Local Agencies & Schools,6878,Los Angeles Department of Airports,LAWA
Non Federal Governmental,California,Local Agencies & Schools,6873,Los Angeles City Commercial Redev Agency,
Non Federal Governmental,California,Local Agencies & Schools,6869,Los Angeles Board of Civil Svc Commissioners,
Non Federal Governmental,California,Local Agencies & Schools,6867,"Long Beach, Port of",
Non Federal Governmental,California,Local Agencies & Schools,6855,"Indio, City of",
Non Federal Governmental,California,Local Agencies & Schools,6823,"Culver City, City of",
Non Federal Governmental,California,Local Agencies & Schools,6817,"Corona, City of",
Non Federal Governmental,California,Local Agencies & Schools,6813,"Compton, City of",
Non Federal Governmental,California,Local Agencies & Schools,6795,"Beverly Hills, City of",
Non Federal Governmental,California,Local Agencies & Schools,6793,City of Berkeley,
Non Federal Governmental,California,Local Agencies & Schools,1939,"San Jose, City of",
Non Federal Governmental,California,Local Agencies & Schools,1911,"Walnut Creek, City of",
Non Federal Governmental,California,Local Agencies & Schools,1688,"Davis, City of",
Non Federal Governmental,California,Local Agencies & Schools,580,"Vacaville, City of",
Non Federal Governmental,California,Local Agencies & Schools,209,"Sacramento, City of",
Non Federal Governmental,California,Local Agencies & Schools,6899,"Los Angeles, County of",
Non Federal Governmental,California,Local Agencies & Schools,6885,Los Angeles County Health Dept,LADHS
Non Federal Governmental,California,Local Agencies & Schools,6881,Los Angeles County General Hospital,
Non Federal Governmental,California,Local Agencies & Schools,6879,Los Angeles County Dept of Charities,
Non Federal Governmental,California,Local Agencies & Schools,6877,Los Angeles County Sheriffs Dept,LASD
Non Federal Governmental,California,Local Agencies & Schools,6874,Los Angeles County Fish and Game,
Non Federal Governmental,California,Local Agencies & Schools,6866,Hennepin County Medical Center of Minneapolis,
Non Federal Governmental,California,Local Agencies & Schools,6862,Fresno County,
Non Federal Governmental,California,Local Agencies & Schools,6853,Imperial County,
Non Federal Governmental,California,Local Agencies & Schools,6851,Humboldt County,
Non Federal Governmental,California,Local Agencies & Schools,6833,Economic Opportunity Board of Riverside County,
Non Federal Governmental,California,Local Agencies & Schools,6827,Del Norte County,
Non Federal Governmental,California,Local Agencies & Schools,6790,Alameda County,
Non Federal Governmental,California,Local Agencies & Schools,6787,Alameda County Community Foundation,
Non Federal Governmental,California,Local Agencies & Schools,2014,North Central Counties Consortium,NCCC
Non Federal Governmental,California,Local Agencies & Schools,1776,Trinity County Resource Conservation District,TCRCD
Non Federal Governmental,California,Local Agencies & Schools,1736,Solano County,
Non Federal Governmental,California,Local Agencies & Schools,1412,"Sonoma, County of",
Non Federal Governmental,California,Local Agencies & Schools,169,Orange County Chiefs' & Sheriff's Assn,
Non Federal Governmental,California,Local Agencies & Schools,8889,Newport Beach Public Library,
Non Federal Governmental,California,Local Agencies & Schools,8838,Milwaukee Metropolitan Sewage District,
Non Federal Governmental,California,Local Agencies & Schools,4603,Mendocino County Water Agency,
Non Federal Governmental,California,Local Agencies & Schools,3813,Calleguas Municipal Water District,CMWD
Non Federal Governmental,California,Local Agencies & Schools,3844,Table Mountain Rancheria,
Non Federal Governmental,California,Local Agencies & Schools,3761,Alameda County Library,ACL
Non Federal Governmental,California,Local Agencies & Schools,3620,"Hanford, CA Elementary School District",HESD
Non Federal Governmental,California,Local Agencies & Schools,2318,Victor Elementary District,VESD
Non Federal Governmental,California,Local Agencies & Schools,246,Westside Resource Conservation District,
Non Federal Governmental,California,Local Agencies & Schools,4558,Panoche Drainage District,
Non Federal Governmental,California,Local Agencies & Schools,4474,Riverside Transit Agency,RTA
Non Federal Governmental,California,Local Agencies & Schools,4439,Santa Clara Valley Water District,
Non Federal Governmental,California,Local Agencies & Schools,439,Santa Clara Valley Water District,
Non Federal Governmental,California,Local Agencies & Schools,4374,Santa Ana Regional Water Control Board,
Non Federal Governmental,California,Local Agencies & Schools,6863,Las Virgenes Municipal Water District,LVMWD
Non Federal Governmental,California,Local Agencies & Schools,6860,Imperial Irrigation District,IID
Non Federal Governmental,California,Local Agencies & Schools,6859,Kern County Mosquito Abatement Dist,
Non Federal Governmental,California,Local Agencies & Schools,6845,Fresno County Mosquito Abatement District,
Non Federal Governmental,California,Local Agencies & Schools,6832,East Bay Regional Park District,
Non Federal Governmental,California,Local Agencies & Schools,6830,East Bay Municipal Utility District,EBMUD
Non Federal Governmental,California,Local Agencies & Schools,6829,Delta Mosquito Abatement District,
Non Federal Governmental,California,Local Agencies & Schools,6819,Cucamonga County Water District,
Non Federal Governmental,California,Local Agencies & Schools,6815,Contra Costa County Water District,CCWD
Non Federal Governmental,California,Local Agencies & Schools,6805,Coachella Valley County Mosquito District,
Non Federal Governmental,California,Local Agencies & Schools,6803,Chino Basin Municipal Water District,
Non Federal Governmental,California,Local Agencies & Schools,6789,Alameda/Contra Costa Transit District,
Non Federal Governmental,California,Local Agencies & Schools,1912,Airport Access Group,
Non Federal Governmental,California,Local Agencies & Schools,1785,Resource Conservation Dist of Center San Diego Cnty,
Non Federal Governmental,California,Local Agencies & Schools,1756,Palomar-Ramona-Julian Resource Conservation Dist,
Non Federal Governmental,California,Local Agencies & Schools,6931,Orange County Flood Control District,OCFCD
Non Federal Governmental,California,Local Agencies & Schools,1741,Santa Paula Elementary School District,SPESD
Non Federal Governmental,California,Local Agencies & Schools,1673,Val Verde Unified School District,
Non Federal Governmental,California,Local Agencies & Schools,1548,Santa Ana Unified School District,SAUSD
Non Federal Governmental,California,Local Agencies & Schools,1421,Alvord Unififed School District,
Non Federal Governmental,California,Local Agencies & Schools,1278,Perris Union High School District,
Non Federal Governmental,California,Local Agencies & Schools,1145,Cutler-Orosi Unified School District,COJUSD
Non Federal Governmental,California,Local Agencies & Schools,1111,Coachella Valley Unified School District,CVUSD
Non Federal Governmental,California,Local Agencies & Schools,1106,Orange County Department of Education,OCDE
Non Federal Governmental,California,Local Agencies & Schools,1058,Colton Joint Unified School District,
Non Federal Governmental,California,Local Agencies & Schools,1037,San Diego Unified School District,SDUSD
Non Federal Governmental,California,Local Agencies & Schools,1028,Sweetwater Union High School District (Chula Vista),
Non Federal Governmental,California,Local Agencies & Schools,6923,Oakland Unified School District,OUSD
Non Federal Governmental,California,Local Agencies & Schools,8372,Delta Head Start State Preschool,
Non Federal Governmental,California,Local Agencies & Schools,7981,San Dieguito Union High School District,SDUHSD
Non Federal Governmental,California,Local Agencies & Schools,7880,Pittsburg Unified School District,PUSD
Non Federal Governmental,California,Local Agencies & Schools,7727,Butte County Office of Education,BCOE
Non Federal Governmental,California,Local Agencies & Schools,7475,Irvine Unified School District,IUSD
Non Federal Governmental,California,Local Agencies & Schools,7304,Placentia Unified School District,
Non Federal Governmental,California,Local Agencies & Schools,7146,West Contra Costa Unified School District,WCCUSD
Non Federal Governmental,California,Local Agencies & Schools,7111,Monterey Peninsula Unified School District,MPUSD
Non Federal Governmental,California,Local Agencies & Schools,7065,San Francisco Unified School District,SFUSD
Non Federal Governmental,California,Local Agencies & Schools,7042,Pajaro Valley Unified School District,PVUSD
Non Federal Governmental,California,Local Agencies & Schools,7026,Upland School District,UUSD
Non Federal Governmental,California,Local Agencies & Schools,7023,Walnut Valley Unified School District,WVUSD
Non Federal Governmental,California,Local Agencies & Schools,7968,"Modesto, City of",
Non Federal Governmental,California,Local Agencies & Schools,7726,"Anaheim, City of",
Non Federal Governmental,California,Local Agencies & Schools,7321,"Upland, City of",
Non Federal Governmental,California,Local Agencies & Schools,7303,Oahu Metropolitan Planning Organization,OahuMPO
Non Federal Governmental,California,Local Agencies & Schools,7259,"Colorado Springs, City of",
Non Federal Governmental,California,Local Agencies & Schools,6903,County of Marin,
Non Federal Governmental,California,Local Agencies & Schools,7003,"Sierra, County of",
Non Federal Governmental,California,Local Agencies & Schools,6998,Santa Barbara County Parks Department,
Non Federal Governmental,California,Local Agencies & Schools,6971,"San Bernardino, County of",
Non Federal Governmental,California,Local Agencies & Schools,6970,San Bernardino County Manpower Services,
Non Federal Governmental,California,Local Agencies & Schools,6968,Sacramento County Children's Commission,
Non Federal Governmental,California,Local Agencies & Schools,6967,San Bernardino County Air Pollution,
Non Federal Governmental,California,Local Agencies & Schools,6963,"Riverside, County of",
Non Federal Governmental,California,Local Agencies & Schools,6959,Riverside County Air Pollution,
Non Federal Governmental,California,Local Agencies & Schools,6953,"Placer, County of",
Non Federal Governmental,California,Local Agencies & Schools,6941,"Orange, County of",
Non Federal Governmental,California,Local Agencies & Schools,6907,Metropolitan Water District of Southern California,
Non Federal Governmental,California,Local Agencies & Schools,6870,Los Angeles County Met Transportation Authority,
Non Federal Governmental,California,Local Agencies & Schools,6875,Los Angeles County Sanitation Districts,LACSD
Non Federal Governmental,California,Local Agencies & Schools,6886,"Golden Gate Bridge, Highway and Tpn District",
Non Federal Governmental,California,Local Agencies & Schools,6896,Mammoth County Water District,MCWD
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,9967,Western States Arts Federation,WESTAF
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,2015,"Solano County, Private Industry Council",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,2132,Assn of State & Territorial Public Health Lab,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,8016,"Alaska, State of",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7980,Texas National Research Laboratory Commission,TNRLC
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7846,Pyramid Lake Paiute Tribal Council,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7741,Bay Area Library and Information System,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7586,Klamath Tribe,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7408,Eden Hospital Medical Center,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7361,"Oregon, State of",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7296,"Missouri, State of",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,7288,"Hawaii, State of",
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00FD50,California Birth Defects Monitoring Program,CBDMP
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,5277,San Manuel Band of Mission Indians,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00FFC5,Santa Ynez Band of Chumash Indians Foundation,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,00FDDB,Mount Diablo Unified School District,MDUSD
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,269,Oakland Housing Authority,OHA
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,5563,South Carolina Commission on Higher Education,SCCHE
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,5519,Marin Resource Conservation District,
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,4348,Pacific States Marine Fisheries Commission,PSMFC
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,4865,Public Children Services Association of Ohio Inc.,PCSAO
Non Federal Governmental,Other USA Govt Agencies Category,Other USA Govt Agencies,4839,Hudson Public Schools,
Federal,DOD,Navy,2928,"DOD Ordnance Test Station, China Lake",
Federal,DOD,Navy,2926,DOD Naval Oceans Systems Center,
Federal,DOD,Navy,2924,DOD Naval Ocean Research and Development Activity,
Federal,DOD,Navy,2921,"DOD Naval Construction Battalion Center, Pt Hueneme",
